2023-11-28 23:14:17.197 DEBUG:   (start of logging session)
2023-11-29 01:17:26.350 INFO:    Well E12: density = 154.2 cells/μL, valid_area = 98%
2023-11-29 01:17:26.354 INFO:    Well F12: density = 238.9 cells/μL, valid_area = 98%
2023-11-29 01:17:26.360 INFO:    Well G12: density = 217.6 cells/μL, valid_area = 98%
2023-11-29 01:17:26.363 INFO:    Well H12: density = 215.2 cells/μL, valid_area = 98%
2023-11-29 01:17:26.423 INFO:    Plate 'stock_plate' well A12: target = 12.5k cells, aliquot = 100.3 μL
2023-11-29 01:17:26.431 INFO:    Plate 'stock_plate' well B12: target = 12.5k cells, aliquot = 151.0 μL
2023-11-29 01:17:26.436 INFO:    Plate 'stock_plate' well C12: target = 12.5k cells, aliquot = 56.8 μL
2023-11-29 01:17:26.439 INFO:    Plate 'stock_plate' well D12: target = 12.5k cells, aliquot = 62.8 μL
2023-11-29 01:17:26.446 INFO:    Plate 'stock_plate' well E12: target = 12.5k cells, aliquot = 81.1 μL
2023-11-29 01:17:26.453 INFO:    Plate 'stock_plate' well F12: target = 12.5k cells, aliquot = 52.3 μL
2023-11-29 01:17:26.456 INFO:    Plate 'stock_plate' well G12: target = 12.5k cells, aliquot = 57.4 μL
2023-11-29 01:17:26.460 INFO:    Plate 'stock_plate' well H12: target = 12.5k cells, aliquot = 58.1 μL
2023-11-29 01:17:40.728 INFO:    Flushing CCI with 1 x 200.0 μL of 'pbs'.
2023-11-29 01:18:16.020 INFO:    Aliquoting 99.7 μL of 'media' and 100.3 μL from source well A12 to well A12 on plate 'stock_plate'.
2023-11-29 01:18:31.075 INFO:    Mixing at source plate location 'A12', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:19:04.237 INFO:    Aliquoting 49.0 μL of 'media' and 151.0 μL from source well B12 to well B12 on plate 'stock_plate'.
2023-11-29 01:19:15.931 INFO:    Mixing at source plate location 'B12', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:19:50.264 INFO:    Aliquoting 143.2 μL of 'media' and 56.8 μL from source well C12 to well C12 on plate 'stock_plate'.
2023-11-29 01:20:04.163 INFO:    Mixing at source plate location 'C12', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:20:36.467 INFO:    Aliquoting 137.2 μL of 'media' and 62.8 μL from source well D12 to well D12 on plate 'stock_plate'.
2023-11-29 01:20:50.213 INFO:    Mixing at source plate location 'D12', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:21:22.626 INFO:    Aliquoting 118.9 μL of 'media' and 81.1 μL from source well E12 to well E12 on plate 'stock_plate'.
2023-11-29 01:21:35.989 INFO:    Mixing at source plate location 'E12', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:22:08.823 INFO:    Aliquoting 147.7 μL of 'media' and 52.3 μL from source well F12 to well F12 on plate 'stock_plate'.
2023-11-29 01:22:22.849 INFO:    Mixing at source plate location 'F12', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:22:55.022 INFO:    Aliquoting 142.6 μL of 'media' and 57.4 μL from source well G12 to well G12 on plate 'stock_plate'.
2023-11-29 01:23:08.774 INFO:    Mixing at source plate location 'G12', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:23:41.091 INFO:    Aliquoting 141.9 μL of 'media' and 58.1 μL from source well H12 to well H12 on plate 'stock_plate'.
2023-11-29 01:23:54.834 INFO:    Mixing at source plate location 'H12', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:24:27.195 INFO:    Flushing CCI with 1 x 200.0 μL of 'detergent' with 60.0 s dwell.
2023-11-29 01:26:05.122 INFO:    Flushing CCI with 3 x 200.0 μL of 'water'.
2023-11-29 01:27:16.989 INFO:    Setting tempdeck to 25.0 °C...
2023-11-29 01:27:17.455 INFO:    Tempdeck reached setpoint.
2023-11-29 01:27:17.459 INFO:    Deactivating tempdeck.
2023-11-29 01:27:17.652 NOTICE:  Protocol complete.
